t_history	r_history	delta_ts	ys
0,4,11,27	4,3,3,4	4,11,27,84	1,1,1,1
0,2,7,6,17,46	4,4,3,3,3,3	2,7,6,17,46,127	1,1,1,1,1,1
0,3,10,2,26	4,4,3,3,3	3,10,2,26,71	1,1,1,1,1
0,4,11,29	4,4,3,3	4,11,29,73	1,1,1,1
0,1,3,7,4,15,35	1,3,3,3,3,3,3	1,3,7,4,15,35,91	1,1,1,1,1,1,1
0,1,3,9,2,21	4,3,3,3,3,3	1,3,9,2,21,54	1,1,1,1,1,1
0,4,10,1,3,7,15,1,3,6,11,24,32	4,3,1,3,3,3,1,3,3,3,3,2,3	4,10,1,3,7,15,1,3,6,11,24,32,67	1,0,1,1,1,0,1,1,1,1,1,1,1
0,1,3,7,16,41	4,3,3,3,3,3	1,3,7,16,41,100	1,1,1,1,1,1
0,4,9,19,46,119,1,1,3,9,17	4,3,3,3,3,1,4,3,4,3,3	4,9,19,46,119,1,1,3,9,17,39	1,1,1,1,0,1,1,1,1,1,1
0,4,10,22,53	4,3,3,3,3	4,10,22,53,134	1,1,1,1,1
0,4,11,29	4,3,3,3	4,11,29,71	1,1,1,1
0,4,8,17,41	4,3,3,3,3	4,8,17,41,101	1,1,1,1,1
0,5,14,39	4,3,3,3	5,14,39,94	1,1,1,1
0,4,8,17,43	4,3,3,3,3	4,8,17,43,104	1,1,1,1,1
0,1,3,5,12,28,68	4,3,3,3,3,3,3	1,3,5,12,28,68,178	1,1,1,1,1,1,1
0,4,10,25,32,42,1,3,5,10,19,35	4,3,3,2,2,1,3,3,3,3,3,3	4,10,25,32,42,1,3,5,10,19,35,71	1,1,1,1,0,1,1,1,1,1,1,1
0,4,8,18,49,1,3,7,14,32	4,3,3,3,1,3,3,3,3,4	4,8,18,49,1,3,7,14,32,95	1,1,1,0,1,1,1,1,1,1
0,4,11,28	4,3,3,3	4,11,28,73	1,1,1,1
0,3,8,1,3,7,18,45	4,3,1,3,3,3,3,3	3,8,1,3,7,18,45,102	1,0,1,1,1,1,1,1
0,4,11,28,67	4,3,3,3,3	4,11,28,67,175	1,1,1,1,1
0,4,10,23,55	4,3,3,3,3	4,10,23,55,131	1,1,1,1,1
0,1,3,9,21,49	4,3,3,3,3,3	1,3,9,21,49,128	1,1,1,1,1,1
0,1,3,7,19,50	3,3,3,3,3,2	1,3,7,19,50,64	1,1,1,1,1,1
0,1,3,9,19,47	4,3,3,3,3,3	1,3,9,19,47,118	1,1,1,1,1,1
0,1,3,9,23,58	4,3,3,3,3,3	1,3,9,23,58,146	1,1,1,1,1,1
0,1,3,7,17,41	4,3,3,3,3,3	1,3,7,17,41,99	1,1,1,1,1,1
0,1,3,6,15,35	4,3,3,3,3,3	1,3,6,15,35,84	1,1,1,1,1,1
0,3,7,19,50,1,3,6,13,30	4,3,3,3,1,3,3,3,3,3	3,7,19,50,1,3,6,13,30,71	1,1,1,0,1,1,1,1,1,1
0,1,3,8,19,44	4,3,3,3,3,3	1,3,8,19,44,115	1,1,1,1,1,1
0,1,3,9,22,59	4,3,4,3,3,3	1,3,9,22,59,162	1,1,1,1,1,1
0,1,3,7,17,46	4,3,3,3,3,3	1,3,7,17,46,117	1,1,1,1,1,1
0,1,3,5,13,34	1,3,3,3,3,3	1,3,5,13,34,89	1,1,1,1,1,1
0,1,3,5,10,23,58	4,3,3,3,3,3,3	1,3,5,10,23,58,145	1,1,1,1,1,1,1
0,1,3,7,15,37,1,3,6,15,37	4,3,3,3,3,1,3,3,3,3,3	1,3,7,15,37,1,3,6,15,37,84	1,1,1,1,0,1,1,1,1,1,1
0,1,3,7,18,49	4,3,3,3,3,3	1,3,7,18,49,116	1,1,1,1,1,1
0,1,3,8,21,54,1,3,6,11,33,36	4,3,3,3,3,1,3,3,3,4,2,3	1,3,8,21,54,1,3,6,11,33,36,85	1,1,1,1,0,1,1,1,1,1,1,1
0,5,13,34	4,3,3,3	5,13,34,85	1,1,1,1
0,1,3,7,19,45	1,3,3,3,3,3	1,3,7,19,45,115	1,1,1,1,1,1
0,1,3,8,19,45	1,3,3,3,3,3	1,3,8,19,45,117	1,1,1,1,1,1
0,5,6,13,35	4,2,3,3,3	5,6,13,35,80	1,1,1,1,1
0,3,9,20,48	4,3,3,3,3	3,9,20,48,117	1,1,1,1,1
0,5,18,46	4,4,3,3	5,18,46,124	1,1,1,1
0,1,3,5,11,24,56	4,3,3,3,3,3,3	1,3,5,11,24,56,140	1,1,1,1,1,1,1
0,1,3,6,17,42	4,3,3,3,3,3	1,3,6,17,42,100	1,1,1,1,1,1
0,1,3,8,20,46	4,3,3,3,3,3	1,3,8,20,46,115	1,1,1,1,1,1
0,1,1,3,8,18,47	4,4,3,3,3,3,3	1,1,3,8,18,47,122	1,1,1,1,1,1,1
0,1,1,3,5,4,11,12,29	4,4,3,3,3,3,2,3,3	1,1,3,5,4,11,12,29,69	1,1,1,1,1,1,1,1,1
0,1,1,3,5,4,11,25,34	4,4,3,3,3,3,3,2,3	1,1,3,5,4,11,25,34,77	1,1,1,1,1,1,1,1,1
0,1,3,9,19,49	4,3,3,3,3,3	1,3,9,19,49,121	1,1,1,1,1,1
0,1,3,9,23	4,3,3,3,3	1,3,9,23,55	1,1,1,1,1
0,3,8,19	4,3,3,3	3,8,19,48	1,1,1,1
0,3,8,21	4,3,3,3	3,8,21,51	1,1,1,1
0,2,5,10	4,3,3,3	2,5,10,28	1,1,1,1
0,2,5,11,23	4,3,3,3,3	2,5,11,23,60	1,1,1,1,1
0,3,9,23	4,4,3,3	3,9,23,60	1,1,1,1
0,1,3,9,22	4,3,3,3,3	1,3,9,22,56	1,1,1,1,1
0,2,3,7,15	4,3,3,3,3	2,3,7,15,38	1,1,1,1,1
0,5,16	4,4,3	5,16,38	1,1,1
0,3,6,17,38	4,3,3,3,2	3,6,17,38,46	1,1,1,1,1
0,1,3,8,23	4,3,3,3,3	1,3,8,23,54	1,1,1,1,1
0,1,3,6,16,42,1,3,7,1,3,7	4,3,3,3,3,1,3,3,1,3,3,3	1,3,6,16,42,1,3,7,1,3,7,14	1,1,1,1,0,1,1,0,1,1,1,1
0,2,3,6,13	4,3,3,3,3	2,3,6,13,34	1,1,1,1,1
0,2,5,14	4,3,3,3	2,5,14,37	1,1,1,1
0,2,3,6,13	4,3,3,3,3	2,3,6,13,30	1,1,1,1,1
0,2,3,7,19	4,3,3,3,3	2,3,7,19,48	1,1,1,1,1
0,1,3,9,21	4,3,3,3,3	1,3,9,21,54	1,1,1,1,1
0,1,3,6,16	4,3,3,3,3	1,3,6,16,44	1,1,1,1,1
0,1,3,8,21,1,2,4,9,18	4,3,3,3,1,2,3,3,3,3	1,3,8,21,1,2,4,9,18,38	1,1,1,0,1,1,1,1,1,1
0,1,3,9,19	4,3,3,3,3	1,3,9,19,47	1,1,1,1,1
0,1,3,6,16,40,1,3,7	4,3,3,3,3,1,3,3,3	1,3,6,16,40,1,3,7,14	1,1,1,1,0,1,1,1,1
0,1,3,6,14	4,3,3,3,3	1,3,6,14,36	1,1,1,1,1
0,1,3,9,24	4,3,3,3,3	1,3,9,24,64	1,1,1,1,1
0,1,3,7,16,19	4,3,3,3,2,3	1,3,7,16,19,48	1,1,1,1,1,1
0,1,3,8,17	4,3,3,3,3	1,3,8,17,40	1,1,1,1,1
0,1,3,8,21,1,1,3,6,16	4,3,3,3,1,4,3,3,3,3	1,3,8,21,1,1,3,6,16,34	1,1,1,0,1,1,1,1,1,1
0,1,4,11	4,4,3,3	1,4,11,32	1,1,1,1
0,3,5,11,26	4,3,3,3,3	3,5,11,26,64	1,1,1,1,1
0,2,3,6,17	4,3,3,3,3	2,3,6,17,40	1,1,1,1,1
0,2,3,6,11,1,3,5,12,27	1,3,3,3,1,3,3,3,3,2	2,3,6,11,1,3,5,12,27,29	1,1,1,0,1,1,1,1,1,1
0,1,3,6,15,1,3,6,13,1,3,5,8,14	4,3,3,3,1,3,3,3,1,3,3,3,3,3	1,3,6,15,1,3,6,13,1,3,5,8,14,31	1,1,1,0,1,1,1,0,1,1,1,1,1,1
0,1,3,8,22	4,3,3,3,3	1,3,8,22,56	1,1,1,1,1
0,4,9,23	4,3,3,3	4,9,23,53	1,1,1,1
0,4,1,3,5,10,25	4,1,3,3,3,3,3	4,1,3,5,10,25,61	0,1,1,1,1,1,1
0,3,6,14	4,3,3,3	3,6,14,33	1,1,1,1
0,4,13,1,3,7,17	4,4,1,3,3,3,3	4,13,1,3,7,17,37	1,0,1,1,1,1,1
0,1,3,6,17	4,3,3,3,3	1,3,6,17,40	1,1,1,1,1
0,4,12	4,3,3	4,12,28	1,1,1
0,4,6,14	4,3,3,3	4,6,14,31	1,1,1,1
0,3,7,15	4,3,3,3	3,7,15,41	1,1,1,1
0,1,3,1,2,5,1,3,5,10,20,1,3,5,10,19,1,1,1,3,5	1,3,1,2,3,1,3,3,3,3,1,3,3,3,3,1,4,1,3,3,3	1,3,1,2,5,1,3,5,10,20,1,3,5,10,19,1,1,1,3,5,8	1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1
0,3,6,4,13,34	4,3,3,3,3,3	3,6,4,13,34,78	1,1,1,1,1,1
0,1,3,5,3,12,33	4,3,3,3,3,3,3	1,3,5,3,12,33,79	1,1,1,1,1,1,1
0,1,3,7,1,3,5,13,1,3,6,10,23	4,3,3,1,3,3,3,1,3,3,3,3,3	1,3,7,1,3,5,13,1,3,6,10,23,46	1,1,0,1,1,1,0,1,1,1,1,1,1
0,1,3,1,3,1,3,5,8,18,33	1,3,1,3,1,3,3,3,3,3,3	1,3,1,3,1,3,5,8,18,33,67	1,0,1,0,1,1,1,1,1,1,1
0,1,3,8,21	1,3,3,3,3	1,3,8,21,52	1,1,1,1,1
0,1,3,5,1,2,4,1,3,7,13,29,1,3,5,9,19,36,1,3,5,9,16	4,3,3,1,3,3,1,3,3,3,3,1,3,3,3,3,3,1,3,3,3,3,3	1,3,5,1,2,4,1,3,7,13,29,1,3,5,9,19,36,1,3,5,9,16,28	1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
0,2,5,5,12,31	4,3,3,3,3,3	2,5,5,12,31,75	1,1,1,1,1,1
0,1,3,5,11,29	4,3,3,3,3,3	1,3,5,11,29,76	1,1,1,1,1,1
0,2,3,6,13	4,3,3,3,3	2,3,6,13,32	1,1,1,1,1
0,2,3,10,23	4,3,4,3,3	2,3,10,23,61	1,1,1,1,1
0,2,6,15	4,3,3,3	2,6,15,41	1,1,1,1
0,2,4,7,19	4,3,3,3,3	2,4,7,19,44	1,1,1,1,1
0,3,5,9,23	4,3,3,3,3	3,5,9,23,61	1,1,1,1,1
0,1,3,5,10,23	4,3,3,3,3,3	1,3,5,10,23,58	1,1,1,1,1,1
0,1,3,9,25	4,3,4,3,3	1,3,9,25,67	1,1,1,1,1
0,2,3,9,24	1,3,3,3,3	2,3,9,24,63	1,1,1,1,1
0,2,3,9,19	4,3,3,3,3	2,3,9,19,49	1,1,1,1,1
0,2,3,5,14	4,3,3,3,3	2,3,5,14,35	1,1,1,1,1
0,2,3,7,19	4,3,3,3,3	2,3,7,19,44	1,1,1,1,1
0,2,4,9,20	4,3,3,3,3	2,4,9,20,47	1,1,1,1,1
0,2,6,8,23	3,3,3,3,3	2,6,8,23,55	1,1,1,1,1
0,3,5,12	4,3,3,3	3,5,12,32	1,1,1,1
0,3,6,16	4,3,3,3	3,6,16,39	1,1,1,1
0,4,5,12	4,3,3,3	4,5,12,32	1,1,1,1
0,2,3,9,19	4,3,3,3,3	2,3,9,19,46	1,1,1,1,1
0,2,3,7,16	4,3,3,3,3	2,3,7,16,41	1,1,1,1,1
0,1,3,9,20	4,3,3,3,3	1,3,9,20,51	1,1,1,1,1
0,2,3,5,14	4,3,3,3,3	2,3,5,14,34	1,1,1,1,1
0,1,4,7,17	4,3,3,3,3	1,4,7,17,43	1,1,1,1,1
0,1,3,5,10,27	1,3,3,3,3,3	1,3,5,10,27,63	1,1,1,1,1,1
0,2,5,9,23,58,1,1,3	4,3,3,3,3,1,3,3,3	2,5,9,23,58,1,1,3,6	1,1,1,1,0,1,1,1,1
0,2,3,8,19	4,3,3,3,3	2,3,8,19,45	1,1,1,1,1
0,1,3,9,20	4,3,3,3,3	1,3,9,20,50	1,1,1,1,1
0,2,3,8,19	1,3,3,3,3	2,3,8,19,49	1,1,1,1,1
0,2,3,8,17	4,3,3,3,3	2,3,8,17,44	1,1,1,1,1
0,2,6,17,1,3,7,14	4,3,3,1,3,3,3,3	2,6,17,1,3,7,14,33	1,1,0,1,1,1,1,1
0,1,3,5,13	1,3,3,3,3	1,3,5,13,32	1,1,1,1,1
0,2,3,8,18,21,1,3,6,11	4,3,3,3,2,1,3,3,3,3	2,3,8,18,21,1,3,6,11,21	1,1,1,1,0,1,1,1,1,1
0,2,3,8,18	4,3,3,3,3	2,3,8,18,42	1,1,1,1,1
0,1,3,8,24	4,3,4,3,3	1,3,8,24,65	1,1,1,1,1
0,2,3,8,23	4,3,3,3,3	2,3,8,23,56	1,1,1,1,1
0,2,3,6,14	4,3,3,3,3	2,3,6,14,35	1,1,1,1,1
0,1,3,8,20	4,3,3,3,3	1,3,8,20,47	1,1,1,1,1
0,1,3,9,19	4,3,3,3,3	1,3,9,19,45	1,1,1,1,1
0,3,6,13,28,1,4,9	1,3,3,3,1,3,4,3	3,6,13,28,1,4,9,25	1,1,1,0,1,1,1,1
0,2,3,9,20,1,3,7,8,17	4,3,3,3,1,3,3,2,3,3	2,3,9,20,1,3,7,8,17,32	1,1,1,0,1,1,1,1,1,1
0,1,4,9,24	4,3,3,3,3	1,4,9,24,64	1,1,1,1,1
0,1,3,5,12	4,3,3,3,3	1,3,5,12,26	1,1,1,1,1
0,1,3,9,19	4,3,3,3,3	1,3,9,19,47	1,1,1,1,1
0,2,3,5,1,3,7,16	4,3,3,1,3,3,3,3	2,3,5,1,3,7,16,33	1,1,0,1,1,1,1,1
0,2,3,6,1,3,6,16	4,3,3,1,3,3,3,3	2,3,6,1,3,6,16,33	1,1,0,1,1,1,1,1
0,3,6,15	4,3,3,3	3,6,15,37	1,1,1,1
0,2,3,6,14	4,3,3,3,3	2,3,6,14,34	1,1,1,1,1
0,1,4,7,18	4,3,3,3,3	1,4,7,18,43	1,1,1,1,1
0,1,3,6,13	4,3,3,3,3	1,3,6,13,33	1,1,1,1,1
0,5,12,29,1,3,6,11,13	4,3,3,1,3,3,3,2,3	5,12,29,1,3,6,11,13,25	1,1,0,1,1,1,1,1,1
0,3,10,27	4,4,3,3	3,10,27,68	1,1,1,1
0,2,3,7,18	4,3,3,3,3	2,3,7,18,42	1,1,1,1,1
0,3,5,14	4,3,3,3	3,5,14,32	1,1,1,1
0,2,6,13,35	4,3,3,3,2	2,6,13,35,43	1,1,1,1,1
0,3,9,23	4,3,3,3	3,9,23,60	1,1,1,1
0,2,3,10,23	4,3,3,3,3	2,3,10,23,60	1,1,1,1,1
0,1,4,8,20,51,1,3,6	4,3,3,3,3,1,3,3,3	1,4,8,20,51,1,3,6,13	1,1,1,1,0,1,1,1,1
0,2,3,7,16,1,3,6,14	4,3,3,3,1,3,3,3,3	2,3,7,16,1,3,6,14,36	1,1,1,0,1,1,1,1,1
0,1,4,8,17	4,3,3,3,3	1,4,8,17,40	1,1,1,1,1
0,4,12	4,3,3	4,12,30	1,1,1
0,1,3,5,14	4,3,3,3,3	1,3,5,14,32	1,1,1,1,1
0,4,13	4,4,3	4,13,34	1,1,1
0,2,4,6,14	4,3,3,3,3	2,4,6,14,37	1,1,1,1,1
0,1,3,8,16	4,3,3,3,3	1,3,8,16,40	1,1,1,1,1
0,2,4,5,11	4,3,3,3,3	2,4,5,11,31	1,1,1,1,1
0,1,3,7,17	4,3,3,3,3	1,3,7,17,46	1,1,1,1,1
0,4,10	4,3,3	4,10,28	1,1,1
0,6,10,25	4,3,3,3	6,10,25,63	1,1,1,1
0,1,3,9,23	4,3,3,3,3	1,3,9,23,60	1,1,1,1,1
0,1,3,5,10,22	4,3,3,3,3,3	1,3,5,10,22,56	1,1,1,1,1,1
0,3,8,19	4,3,3,3	3,8,19,51	1,1,1,1
0,1,3,5,14	4,3,3,3,3	1,3,5,14,39	1,1,1,1,1
0,1,3,7,17,41	4,3,3,3,3,3	1,3,7,17,41,103	1,1,1,1,1,1
0,1,3,5,2,13,34	4,3,3,3,3,3,3	1,3,5,2,13,34,84	1,1,1,1,1,1,1
0,1,3,6,15,33	4,3,3,3,3,3	1,3,6,15,33,81	1,1,1,1,1,1
0,1,3,6,17,42	4,3,3,3,3,3	1,3,6,17,42,101	1,1,1,1,1,1
0,1,3,7,17,18,43	4,3,3,3,2,3,3	1,3,7,17,18,43,105	1,1,1,1,1,1,1
0,1,3,7,17,43	1,3,3,3,3,3	1,3,7,17,43,111	1,1,1,1,1,1
0,1,3,5,14,33,1,3,7,18	4,3,3,3,3,1,3,3,3,3	1,3,5,14,33,1,3,7,18,40	1,1,1,1,0,1,1,1,1,1
0,1,3,7,17,43	4,3,3,3,3,3	1,3,7,17,43,109	1,1,1,1,1,1
0,1,3,6,14,34	4,3,3,3,3,3	1,3,6,14,34,85	1,1,1,1,1,1
0,1,3,7,17,38	4,3,3,3,3,3	1,3,7,17,38,96	1,1,1,1,1,1
0,1,3,7,17,44	4,3,3,3,3,3	1,3,7,17,44,113	1,1,1,1,1,1
0,1,3,7,17,46	4,3,3,3,3,3	1,3,7,17,46,120	1,1,1,1,1,1
0,1,3,5,2,10,25	4,3,3,3,3,3,3	1,3,5,2,10,25,62	1,1,1,1,1,1,1
0,1,3,7,17,40	4,3,3,3,3,3	1,3,7,17,40,107	1,1,1,1,1,1
0,1,3,6,13,33	4,3,3,3,3,3	1,3,6,13,33,80	1,1,1,1,1,1
0,1,3,6,7,18,45,1,3,7	4,3,3,2,3,3,1,3,3,3	1,3,6,7,18,45,1,3,7,14	1,1,1,1,1,0,1,1,1,1
0,1,3,9,19	4,3,3,3,3	1,3,9,19,51	1,1,1,1,1
0,1,1,3,6,13,14	4,1,3,3,3,2,3	1,1,3,6,13,14,33	0,1,1,1,1,1,1
0,1,3,5,14	4,3,3,3,3	1,3,5,14,32	1,1,1,1,1
0,1,3,8,1,3,5,11	4,3,3,1,3,3,3,3	1,3,8,1,3,5,11,25	1,1,0,1,1,1,1,1
0,1,3,6,14	4,3,3,3,3	1,3,6,14,38	1,1,1,1,1
0,1,3,9,24	4,3,3,3,3	1,3,9,24,56	1,1,1,1,1
0,1,3,8,17	4,3,3,3,3	1,3,8,17,42	1,1,1,1,1
0,1,3,9,25	4,3,3,3,3	1,3,9,25,58	1,1,1,1,1
0,1,3,9,25	4,3,3,3,2	1,3,9,25,27	1,1,1,1,1
0,1,3,7,18	4,3,3,3,3	1,3,7,18,45	1,1,1,1,1
0,1,3,9,25	4,3,3,3,3	1,3,9,25,63	1,1,1,1,1
0,1,2,3,8,17,1,3,7,14	4,4,3,3,3,1,3,3,3,3	1,2,3,8,17,1,3,7,14,34	1,1,1,1,0,1,1,1,1,1
0,2,3,6,13	4,3,3,3,3	2,3,6,13,31	1,1,1,1,1
0,1,1,3,7,18	4,4,3,3,3,3	1,1,3,7,18,43	1,1,1,1,1,1
0,3,9,24,60,1,3	4,4,3,3,1,3,3	3,9,24,60,1,3,7	1,1,1,0,1,1,1
0,1,4,12	4,4,3,3	1,4,12,33	1,1,1,1
0,2,4,8,19	4,3,3,3,3	2,4,8,19,47	1,1,1,1,1
0,3,4,12,25,1,3,5,10	4,3,3,3,1,3,3,3,3	3,4,12,25,1,3,5,10,21	1,1,1,0,1,1,1,1,1
0,3,4,9,24	4,3,3,3,3	3,4,9,24,61	1,1,1,1,1
0,4,12	4,3,3	4,12,31	1,1,1
0,2,5,12	4,4,3,3	2,5,12,33	1,1,1,1
0,2,5,12	4,4,3,3	2,5,12,30	1,1,1,1
0,4,12	4,3,3	4,12,30	1,1,1
0,1,3,8,18	4,3,4,3,3	1,3,8,18,45	1,1,1,1,1
0,2,4,5,11	4,3,3,3,3	2,4,5,11,26	1,1,1,1,1
0,4,10	4,3,4	4,10,32	1,1,1
0,2,6,14,34	4,3,3,3,3	2,6,14,34,81	1,1,1,1,1
0,1,3,5,12,32,37	4,3,3,3,3,2,3	1,3,5,12,32,37,89	1,1,1,1,1,1,1
0,2,2,3,5,11	1,1,3,3,3,3	2,2,3,5,11,27	0,1,1,1,1,1
0,2,3,9,24	4,3,3,3,3	2,3,9,24,57	1,1,1,1,1
0,2,4,5,10,25	1,3,3,3,3,2	2,4,5,10,25,28	1,1,1,1,1,1
0,4,12	4,3,3	4,12,32	1,1,1
0,2,2,3,8,15	4,1,3,3,3,3	2,2,3,8,15,32	0,1,1,1,1,1
0,2,3,8,22	4,3,3,3,3	2,3,8,22,51	1,1,1,1,1
0,4,12,26	4,3,3,3	4,12,26,62	1,1,1,1
0,1,3,7,24	4,3,3,4,3	1,3,7,24,67	1,1,1,1,1
0,1,3,11	4,3,4,4	1,3,11,33	1,1,1,1
0,2,3,10	4,3,4,3	2,3,10,29	1,1,1,1
0,2,5,14	4,4,3,3	2,5,14,33	1,1,1,1
0,2,3,8,22	1,3,3,3,3	2,3,8,22,57	1,1,1,1,1
0,2,3,6,17	4,3,3,3,3	2,3,6,17,40	1,1,1,1,1
0,2,7,16	4,4,3,3	2,7,16,44	1,1,1,1
0,2,5,11	4,4,3,3	2,5,11,30	1,1,1,1
0,2,3,9,22	1,3,3,3,3	2,3,9,22,53	1,1,1,1,1
0,3,5,12	3,3,3,3	3,5,12,34	1,1,1,1
0,3,6,17	4,3,3,3	3,6,17,44	1,1,1,1
0,5,9,22	4,3,3,3	5,9,22,51	1,1,1,1
0,2,3,7,19	4,3,3,3,3	2,3,7,19,51	1,1,1,1,1
0,2,3,8,18	4,3,3,3,4	2,3,8,18,60	1,1,1,1,1
0,1,5,9,20	4,3,3,3,2	1,5,9,20,24	1,1,1,1,1
0,2,4,7,15	4,3,3,3,3	2,4,7,15,33	1,1,1,1,1
0,3,5,14	4,3,3,3	3,5,14,34	1,1,1,1
0,2,3,7,19	4,3,3,3,3	2,3,7,19,49	1,1,1,1,1
0,2,3,7,16	4,3,3,3,3	2,3,7,16,44	1,1,1,1,1
0,2,3,9,18	4,3,3,3,3	2,3,9,18,48	1,1,1,1,1
0,2,3,7,8,18	4,3,3,2,3,3	2,3,7,8,18,40	1,1,1,1,1,1
0,2,3,9,20	4,3,3,3,3	2,3,9,20,48	1,1,1,1,1
0,2,3,7,17	4,3,3,3,3	2,3,7,17,42	1,1,1,1,1
0,1,3,8,20	4,3,3,3,3	1,3,8,20,54	1,1,1,1,1
0,1,3,6,12	4,3,3,3,3	1,3,6,12,32	1,1,1,1,1
0,3,4,8,23	1,3,3,3,2	3,4,8,23,25	1,1,1,1,1
0,3,5,13	4,3,3,3	3,5,13,34	1,1,1,1
0,5,5,13	4,3,3,3	5,5,13,28	1,1,1,1
0,2,3,7,19	1,3,3,3,2	2,3,7,19,25	1,1,1,1,1
0,2,3,8,20	4,3,3,3,3	2,3,8,20,46	1,1,1,1,1
0,6,8,19	4,3,3,3	6,8,19,46	1,1,1,1
0,2,4,9,24	1,3,3,3,2	2,4,9,24,26	1,1,1,1,1
0,2,5,10,23	4,3,3,3,3	2,5,10,23,57	1,1,1,1,1
0,2,4,8,21	4,3,3,3,3	2,4,8,21,50	1,1,1,1,1
0,6,9,24	4,3,3,3	6,9,24,62	1,1,1,1
0,2,4,9,19,43,1,3,6	1,3,3,3,3,1,3,3,3	2,4,9,19,43,1,3,6,15	1,1,1,1,0,1,1,1,1
0,6,6,17	4,3,3,3	6,6,17,43	1,1,1,1
0,4,5,12,1,4,5,9,10,18	4,3,3,1,3,3,3,2,3,3	4,5,12,1,4,5,9,10,18,37	1,1,0,1,1,1,1,1,1,1
0,1,4,6,13	1,3,3,3,3	1,4,6,13,29	1,1,1,1,1
0,3,4,12	4,3,3,3	3,4,12,35	1,1,1,1
0,3,6,15	3,3,3,3	3,6,15,40	1,1,1,1
0,3,6,13	4,3,3,3	3,6,13,29	1,1,1,1
0,1,3,9,21	1,3,3,3,3	1,3,9,21,50	1,1,1,1,1
0,1,3,9,19	1,3,3,3,3	1,3,9,19,50	1,1,1,1,1
0,4,5,12	4,3,3,3	4,5,12,26	1,1,1,1
0,2,3,8,21	4,3,3,3,3	2,3,8,21,50	1,1,1,1,1
0,5,10,22	4,3,3,3	5,10,22,51	1,1,1,1
0,2,3,8,19	4,3,3,3,3	2,3,8,19,44	1,1,1,1,1
0,2,3,8,16,18	4,3,3,3,2,3	2,3,8,16,18,46	1,1,1,1,1,1
0,2,3,6,17	1,3,3,3,3	2,3,6,17,39	1,1,1,1,1
0,2,3,8,20	4,3,3,3,3	2,3,8,20,47	1,1,1,1,1
0,2,3,1,3,5,12,24	4,3,1,3,3,3,3,2	2,3,1,3,5,12,24,28	1,0,1,1,1,1,1,1
0,2,7,17	4,4,3,3	2,7,17,48	1,1,1,1
0,2,3,7,16	4,3,3,3,3	2,3,7,16,44	1,1,1,1,1
0,3,6,16	4,3,3,3	3,6,16,40	1,1,1,1
0,3,5,12	4,3,3,3	3,5,12,28	1,1,1,1
0,1,3,8,21,1,3,6,12	4,3,3,3,1,3,3,3,3	1,3,8,21,1,3,6,12,28	1,1,1,0,1,1,1,1,1
0,3,4,11,24	4,3,3,3,3	3,4,11,24,61	1,1,1,1,1
0,1,3,6,9,24	4,3,3,2,3,3	1,3,6,9,24,58	1,1,1,1,1,1
0,2,4,5,10,24	1,3,3,3,3,3	2,4,5,10,24,56	1,1,1,1,1,1
0,3,5,10,24	4,3,3,3,3	3,5,10,24,56	1,1,1,1,1
0,2,3,7,18	4,3,3,3,3	2,3,7,18,42	1,1,1,1,1
0,2,3,7,16	1,3,3,3,3	2,3,7,16,44	1,1,1,1,1
0,2,3,7,19	4,3,3,3,3	2,3,7,19,50	1,1,1,1,1
0,1,3,5,12	1,3,3,3,3	1,3,5,12,33	1,1,1,1,1
0,2,4,7,18	4,3,3,3,3	2,4,7,18,43	1,1,1,1,1
0,3,4,11	4,3,3,3	3,4,11,30	1,1,1,1
0,2,4,9,23	4,3,3,3,3	2,4,9,23,54	1,1,1,1,1
0,2,6,9,24	1,3,3,3,3	2,6,9,24,65	1,1,1,1,1
0,2,6,10,24	1,3,3,3,3	2,6,10,24,55	1,1,1,1,1
0,2,4,14	4,3,4,3	2,4,14,35	1,1,1,1
0,2,4,9,22	1,3,3,3,3	2,4,9,22,59	1,1,1,1,1
0,1,3,8,1,3,5,10	1,3,3,1,3,3,3,3	1,3,8,1,3,5,10,22	1,1,0,1,1,1,1,1
0,1,3,8,21	4,3,3,3,3	1,3,8,21,56	1,1,1,1,1
0,1,3,6,17	4,3,3,3,3	1,3,6,17,39	1,1,1,1,1
0,1,3,8,23	1,3,3,3,3	1,3,8,23,57	1,1,1,1,1
0,1,3,1,3,6,14	1,3,1,3,3,3,3	1,3,1,3,6,14,34	1,0,1,1,1,1,1
0,1,3,9,22	4,3,3,3,3	1,3,9,22,53	1,1,1,1,1
0,2,3,8,22	4,3,3,3,3	2,3,8,22,54	1,1,1,1,1
0,3,4,12	4,3,3,3	3,4,12,31	1,1,1,1
0,3,5,14	4,3,3,3	3,5,14,37	1,1,1,1
0,1,3,5,9,13,34,71	4,3,3,3,3,4,3,3	1,3,5,9,13,34,71,155	1,1,1,1,1,1,1,1
0,1,3,5,10,16,34,66	4,3,3,3,3,3,3,3	1,3,5,10,16,34,66,132	1,1,1,1,1,1,1,1
0,1,3,9,22	4,3,3,3,3	1,3,9,22,51	1,1,1,1,1
0,1,3,5,11	4,3,3,3,3	1,3,5,11,27	1,1,1,1,1
